web_scraper_order,web_scraper_start_url,pagination,data,title,data2
"1789836412-1002","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","jouer rip","s'en aller ; partir ; s'enfuir ; s'évader ; action de s'en aller","v"
"1789836412-1003","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","occupe-toi de tes oignons","mêle-toi de tes affaires ; mêlez-vous de vos affaires ; ce ne sont pas tes oignons ; ça ne te regarde pas ; occupe toi de tes affaires ; occupez-vous de vos affaires ; mêle-toi de tes oignons","adv"
"1789836412-1004","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","être une huile","être une personne influente","v"
"1789836412-1005","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","mettre à l'encan","vendre au rabais des biens dont on ne souhaite pas réellement se débarrasser ; proposer au plus offrant ; vendre au rabais","v"
"1789836412-1006","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","bassiner quelqu'un","importuner quelqu'un ; interroger quelqu'un avec insistance","v"
"1789836412-1007","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","à toute vitesse","à pleine vitesse ; à toutes jambes ; à toute allure ; à vive allure ; en trombe ; à plein régime ; à fond de train ; en toute hâte ; en quatrième vitesse ; très vite ; le plus vite possible ; précipitamment ; avec rapidité","adv"
"1789836412-1008","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","faire du lèche-vitrine","déambuler devant des vitrines de magasins et en regarder le contenu avec envie ; observer les devantures des magasins sans faire d'achat ; passer le temps à regarder les vitrines ; lécher les v itrines","v"
"1789836412-1009","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","se serrer la ceinture","se priver de nourriture ; se passer de quelque chose ; se priver de tout, même de nourriture ; ne pas manger à sa faim ; être contraint de réduire ses dépenses ; être contraint de réduire son train de vie","v"
"1789836412-1010","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","tourner la page","avancer ; commencer un nouvel épisode d'une vie, d'une relation personnelle ou professionnelle en faisant table rase du passé ; passer à autre chose ; laisser derrière soi un épisode douloureux de sa vie ou une mésentente ; changer de sujet ; changer de situation ; laisser quelque chose d'ancien derrière soi pour passer à quelque chose de nouveau","v"
"1789836412-1011","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","mettre le doigt dans l'engrenage","être entraîné dans un enchainement de situations auxquelles on ne peut échapper ; se lancer imprudemment dans une action dont les conséquences seront néfastes sans pouvoir s'en sortir","v"
"1789836412-1012","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","faire couler beaucoup d'encre","susciter de nombreux commentaires ; faire écrire beaucoup à son sujet","v"
"1789836412-1013","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","démon de midi","crise de la quarantaine ; tentation de la chair qui s'empare des humains au milieu de leur vie ; envies sexuelles de milieu de vie ; crise de la cinquantaine ; crise existentielle","n"
"1789836412-1014","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","les bras m'en tombent !","je suis stupéfait ; je suis accablé ; quelle surprise !","exp"
"1789836412-1015","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","un coup de main","une aide momentanée ; une façon adroite de procéder ; une attaque rapide et audacieuse ; aide ; coup de pouce ; main-forte","n"
"1789836412-1016","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","laisser en plan","planter là ; abandonner ; laisser dans l'attente ; laisser sur place ; lâcher","v"
"1789836412-1017","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","cracher au bassinet","payer à contrecoeur ; donner de l'argent à contre-coeur ; payer à regret","v"
"1789836412-1018","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","garder une poire pour la soif","être prévoyant ; garder de côté de quoi assurer des besoins futurs ; économiser ; épargner ; anticiper ; ménager ; réserver quelque chose pour les besoins à venir ; épargner pour les jours difficiles à venir","v"
"1789836412-1019","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","être aux abonnés absents","absent ; sans donner signe de vie ; sans répondre ; parti ; évanoui ; introuvable","v"
"1789836412-1020","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","riche comme Crésus","extrêmement riche ; blindé de thunes ; pété de thunes ; richissime","adj"
"1789836412-1021","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","il ne faut jamais dire : fontaine, je ne boirai pas de ton eau","il ne faut jamais dire jamais ; il ne faut pas jurer que l'on n'aura jamais besoin de telle chose ou de telle personne ; il ne faut jurer de rien","exp"
"1789836412-1022","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","avoir la frite","être en très bonne forme ; avoir du tonus ; être en pleine forme ; être en forme ; se sentir plein d’énergie","v"
"1789836412-1023","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","chassez le naturel, il revient au galop","il est impossible de se débarrasser totalement de ses tendances naturelles ou de tenter de les dissimuler ; l'on revient toujours à ses tendances premières","exp"
"1789836412-1024","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","dans les bras de Morphée","en plein sommeil ; dans le sommeil","adv"
"1789836412-1025","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","tailler une bavette","papoter ; bavasser ; babiller ; bavarder ; jaser ; placoter","v"
"1789836412-1026","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","déjeuner de soleil","une étoffe dont la couleur s'abîme rapidement ; une chose qui dure peu","exp"
"1789836412-1027","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","en rade","laissé à l'abandon ; à l'écart ; ne fonctionnant plus ; abandonné ; en panne","adj"
"1789836412-1028","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","essuyer les plâtres","subir les désagréments d'une situation nouvelle ; faire le cobaye ; être le premier à s'installer dans une habitation récemment achevée ; être le premier à subir les inconvénients de quelque chose ; inaugurer l'usage d'un bâtiment ; être le premier usager ; subir les désagréments de ce qui est neuf, nouveau et mal fini","v"
"1789836412-1029","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","moulin à paroles","pipelette ; bavard ; commère ; jacasseur ; parleur ; jaseur ; une personne très bavarde","n"
"1789836412-1030","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","être paf","être ivre","v"
"1789836412-1031","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","avoir les deux pieds dans le même sabot","être embarrassé ; être incapable d'agir ; être passif ; ne pas faire preuve d'initiative","v"
"1789836412-1032","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","tête de mule","entêté ; borné ; obstiné ; une tête de pioche ; une personne entêtée ; une personne bornée","n"
"1789836412-1033","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","habiller pour l'hiver","dire du mal ; médire ; dire des vilenies","v"
"1789836412-1034","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","un homme averti en vaut deux","le savoir c'est le pouvoir ; mieux vaut être averti ; on est plus apte à faire face à une situation potentiellement déroutante ou dangereuse lorsqu’on en a été prévenu","exp"
"1789836412-1035","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","trouver chaussure à son pied","trouver ce dont on a besoin ; rencontrer la personne qui convient ; trouver ce l'objet recherché ; trouver un partenaire amoureux compatible ; trouver l'amour","v"
"1789836412-1036","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","avoir le dos au feu et le ventre à table","être confortablement installé pour manger ; avoir ses aises pour faire bonne chère","v"
"1789836412-1037","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","c'est l'horloge du palais","se dit à propos d'une horloge déréglée","exp"
"1789836412-1038","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","prendre la lune avec les dents","tenter l'impossible","v"
"1789836412-1039","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","chanter pouilles","injurier ; faire des reproches injurieux ; réprimander de manière injurieuse ; chercher querelle à","v"
"1789836412-1040","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","ne pas avoir les yeux en face des trous","ne pas voir quelque chose de bien visible ; ne pas être bien réveillé ; ne pas voir clair ; ne pas voir ce qu'il se passe","v"
"1789836412-1041","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","chasse aux sorcières","une persécution organisée et généralement injuste ; procès en sorcellerie ; maccarthysme ; poursuite systématique des opposants à un régime politique ; élimination des membres jugés indésirables","n"
"1789836412-1042","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","tenir la corde","avoir un avantage sur les autres ; être bien placé dans une compétition ; être en bonne position ; être placé près du bord intérieur de la piste ; être dans une bonne position ; être en position favorable le long de la corde dans une course de vitesse ; faire courir son cheval le plus près possible de la corde qui borne le champ de course ; avoir l'avantage ; avoir la préférence ; se trouver en situation avantageuse de gagner ; garder l'avantage ; rester en bonne position ; garder le bon rythme","v"
"1789836412-1043","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","tomber en rideau","tomber en panne ; ne plus fonctionner","v"
"1789836412-1044","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","tomber en quenouille","être laissé à l'abandon ; perdre de sa valeur ; perdre de sa force","v"
"1789836412-1045","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","de bon augure","qui constitue un signe favorable ; prometteur ; sous de bons auspices","adj"
"1789836412-1046","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","filer doux","obéir sans résistance ; se soumettre ; respecter les consignes sans objection ; se faire discret ; obéir sans rechigner ; obéir humblement ; n'opposer aucune résistance ; se soumettre sans murmure ; subir une autorité dominatrice sans manifester aucun mauvais vouloir","v"
"1789836412-1047","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","une plâtrée","une ventrée ; une grande quantité ; une ration très abondante","n"
"1789836412-1048","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","mettre les bouts","s'en aller ; s'enfuir ; partir ; partir rapidement ; se casser","v"
"1789836412-1049","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","perdre le nord","perdre la boussole ; être désorienté ; être troublé ; être affolé ; se perdre ; perdre la raison ; perdre la tramontane ; devenir fou ; ne plus voir l'étoile polaire ; ne plus pouvoir s'aider de la boussole ; ne plus savoir où l'on en est ; ne plus savoir ce qu'on fait ni ce qu'on dit","v"
"1789836412-1050","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-21","mettre le grappin sur","se saisir de ; s'emparer de ; accaparer quelqu'un ; retenir quelqu'un ; harponner","v"
"1789836417-1051","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","des querelles intestines","des dissensions ; des conflits à l'intérieur d'un groupe ; luttes intestines ; conflits internes ; querelles internes ; conflit civil ; guerre civile ; troubles civils","n"
"1789836417-1052","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","tirer au flanc","tirer au cul ; éviter le travail ; éviter les corvées ; se soustraire à ses tâches ; paresser","v"
"1789836417-1053","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","décrocher la lune","obtenir l'impossible ; aller chercher l'impossible ; réussir un exploit","v"
"1789836417-1054","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","une belle nana","une belle poulette ; une belle pépée ; une jolie jeune fille ; une jolie jeune femme","n"
"1789836417-1055","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","se croire le premier moutardier du pape","être infatué de sa personne ; se prendre à tort pour une personne importante ; péter plus haut que son cul ; se croire sorti de la cuisse de Jupiter","v"
"1789836417-1056","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","entre le marteau et l'enclume","entre deux camps adverses et exposé à recevoir des coups venus des deux côtés ; entre l'arbre et l'écorce ; entre deux camps adverses ; entre deux partis en conflit ; entre deux personnes qui ont des intérêts contraires","adv"
"1789836417-1057","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","se cailler les miches","se cailler ; avoir froid ; se peler le jonc ; se geler les miches","v"
"1789836417-1058","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","le pot au noir","zone océanique peu appréciée des marins en raison des conditions météorologiques qui y règnent ; situation à risque ; une situation instable et dangereuse","n"
"1789836417-1059","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","la réponse du berger à la bergère","la réponse qui clôt la discussion, sans possibilité d'y revenir ; le dernier mot ; une manière de rendre à quelqu'un la pareille","exp"
"1789836417-1060","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","jeter son bonnet par dessus les moulins","se reconnaître incapable de résoudre une difficulté ; donner sa langue au chat ; agir librement sans se soucier de l'opinion ; braver la bienséance ; abandonner quelque chose ; se sentir incapable","v"
"1789836417-1061","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","se la couler douce","vivre sans soucis et sans efforts ; paresser ; vivre agréablement ; vivre tranquillement ; prendre du bon temps ; ne pas se soucier","v"
"1789836417-1062","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","n'en pouvoir mais","être impuissant à faire quelque chose ; ne rien pouvoir ; ne plus être capable","v"
"1789836417-1063","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","couper le sifflet","laisser coi ; empêcher de s'exprimer ; clouer le bec ; faire taire","v"
"1789836417-1064","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","branler dans le manche","être mal assuré ; être peu solide ; manquer de stabilité ; être dans une situation précaire","v"
"1789836417-1065","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","sans barguigner","sans hésiter ; sans mettre du temps à agir ; sans réticence ; sans hésitation","adv"
"1789836417-1066","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","le nerf de la guerre","l'argent","exp"
"1789836417-1067","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","après moi le Déluge","peu m'importe ce qu'il va se passer, même si c'est une catastrophe","exp"
"1789836417-1068","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","soutenir mordicus","affirmer avec obstination ; soutenir avec ténacité ; affirmer quelque chose de façon catégorique","v"
"1789836417-1069","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","mettre la clé sous la porte","déménager ; partir discrètement ; cesser son activité ; faire faillite ; mettre la clé sous le paillasson ; abandonner une entreprise","v"
"1789836417-1070","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","la queue entre les jambes","honteux après un échec ; la queue basse ; en éprouvant de la honte d'un échec ; sans demander son reste","exp"
"1789836417-1071","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","avoir la berlue","se faire une fausse idée ; avoir des illusions ; ne pas en croire ses yeux ; s'illusionner ; juger mal de quelque chose, s’en faire une idée fausse","v"
"1789836417-1072","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","fou à lier","délirant ; dément ; taré ; cinglé ; complètement fou","adj"
"1789836417-1073","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","tomber dans l'escarcelle","rentrer dans l'escarcelle ; rentrer dans le portemonnaie ; s'ajouter aux moyens financiers","v"
"1789836417-1074","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","pressé comme un lavement","très pressé","exp"
"1789836417-1075","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","mettre à gauche","mettre de l'argent de côté ; économiser ; économiser de l'argent","v"
"1789836417-1076","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","un combat homérique","un combat spectaculaire ; un combat épique ; un combat héroïque ; un combat fabuleux","exp"
"1789836417-1077","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","boucler la boucle","se retrouver à son point de départ ; terminer quelque chose ; refaire le parcours d'un raisonnement ; se retrouver à l’endroit d’où l’on est parti ; se retrouver au point de départ ; se retrouver dans l’état où l’on était au départ","v"
"1789836417-1078","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","tête-bêche","couchées ou posés côte-à-côte en sens inverse","adv"
"1789836417-1079","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","céder au chant des sirènes","succomber au chant des sirènes ; céder à la tentation ; se laisser séduire ; succomber à la tentation","v"
"1789836417-1080","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","un peigne-cul","une personne grossière ; une personne méprisable ; une personne peu sociable ; salaud ; con ; enfoiré ; couillon ; branleur ; trouduc ; trou de balle","n"
"1789836417-1081","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","passer un savon","réprimander quelqu'un ; réprimander vertement","v"
"1789836417-1082","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","ne pas attacher son chien avec des saucisses","être très avare","v"
"1789836417-1083","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","maigre comme un coucou","très maigre ; maigre comme un clou","exp"
"1789836417-1084","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","prêcher dans le désert","parler sans être écouté ; parler dans le vide ; parler à qui ne veut pas entendre ; parler inutilement à des gens qui ne veulent pas se laisser convaincre","v"
"1789836417-1085","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","le dernier carat","la dernière limite ; la perfection","exp"
"1789836417-1086","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","c'est monnaie courante","être une chose habituelle ; être une pratique courante ; pratique courante ; courant","exp"
"1789836417-1087","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","de mal en pis","de plus en plus mal ; de pire en pire ; en s'aggravant ; de charybde en scylla ; en se détériorant","adv"
"1789836417-1088","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","l'arbre qui cache la forêt","le détail qui empêche de voir l'ensemble ; un détail sur lequel les gens se focalisent au détriment de l'ensemble","n"
"1789836417-1089","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","poireauter","faire le poireau ; attendre longuement, voire en vain","v"
"1789836417-1090","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","mieux vaut faire envie que pitié","mieux vaut susciter la jalousie que la compassion ; mieux vaut être bien en chair que maigre ; il vaut mieux être riche et faire des envieux que pauvre et inspirer la pitié","exp"
"1789836417-1091","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","un cadavre dans le placard","un scandale dans son passé ; une affaire peu avouable que l'on ne tient pas à divulguer ; un secret enfoui profondément ; une affaire que l'on aimerait garder secrète","n"
"1789836417-1092","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","c'est la Bérézina","c'est une défaite cuisante ; c'est une déroute complète ; c'est une situation extrêmement désagréable","exp"
"1789836417-1093","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","faire partie du Gotha","faire partie de la haute société ; faire partie de l'élite ; être inclus","v"
"1789836417-1094","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","ventre affamé n'a pas d'oreilles","on ne peut pas réfléchir quand on a faim ; la faim étouffe tout le reste ; un homme affamé ne saurait être raisonné ; celui qui a faim n'écoute pas","exp"
"1789836417-1095","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","se réduire comme une peau de chagrin","se réduire progressivement","v"
"1789836417-1096","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","prendre le contre-pied","à contrepied ; faire le contraire ; en sens contraire","v"
"1789836417-1097","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","n'en avoir cure","ne pas s'en soucier ; s'en moquer","v"
"1789836417-1098","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","tous les chemins mènent à Rome","on peut obtenir un même résultat de différentes manières","exp"
"1789836417-1099","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","tu l'as dit, bouffi !","tu as raison !","exp"
"1789836417-1100","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-22","la paille et la poutre","les défauts d'autrui qu'on perçoit comme gênants en ignorant les siens propres","exp"
"1789836423-1101","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","savonner la planche","glisser une peau de banane ; utiliser des procédés déloyaux envers quelqu'un pour faire échouer ce qu'il entreprend ; couper l'herbe sous le pied","v"
"1789836423-1102","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","une bête de somme","une personne effectuant des travaux pénibles ; bête de travail ; dromadaire ; chameau","n"
"1789836423-1103","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","tirer sa crampe","s'en aller ; fuir ; faire l'amour ; avoir un orgasme","v"
"1789836423-1104","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","un monte-en-l'air","un cambrioleur","n"
"1789836423-1105","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","incessamment sous peu","dans très peu de temps ; qui va arriver rapidement ; dans peu de temps ; d'un moment à l'autre","exp"
"1789836423-1106","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","couper les ponts","interrompre toute relation","v"
"1789836423-1107","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","n'y voir que du feu","ne s'apercevoir de rien ; ne rien comprendre dans une affaire ; voir trente-six chandelles ; ne rien comprendre à une tromperie","v"
"1789836423-1108","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","empêcheur de tourner en rond","un trouble-fête ; un gêneur ; empêcheur de danser ; rabat-joie ; personne égoïste","n"
"1789836423-1109","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","bavard comme une pie","très bavard","adj"
"1789836423-1110","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","tous azimuts","dans tous les azimuts ; dans toutes les directions ; de tous les côtés ; par tous les moyens","adj"
"1789836423-1111","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","en cinq sec","rapidement et efficacement ; rapidement ; sans traîner","adv"
"1789836423-1112","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","avoir la main verte","savoir entretenir les plantes ; être en harmonie avec les plantes ; avoir le pouce vert ; être doué pour le jardinage","v"
"1789836423-1113","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","envers et contre tous","en dépit de l'opposition générale ; en dépit des nombreuses résistances ; malgré tous les obstacles","exp"
"1789836423-1114","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","chi va piano va sano","qui va doucement va sûrement","exp"
"1789836423-1115","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","ne pas avoir gardé les cochons ensemble","ne pas être familier ; ne pas être proches ; ne pas avoir élevé les cochons ensemble ; n'être pas intime","v"
"1789836423-1116","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","nettoyer les écuries d'Augias","mettre en place des solutions radicales","v"
"1789836423-1117","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","sans coup férir","sans rencontrer de résistance ; sans difficulté ; sans résistance ; sans avoir à combattre ; sans se heurter à une quelconque opposition","adv"
"1789836423-1118","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","s'en laver les mains","décliner toute responsabilité ; ne plus s'en préoccuper ; se moquer totalement","v"
"1789836423-1119","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","passer à tabac","rouer de coups ; tabasser ; avoiner","v"
"1789836423-1120","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","il n'est pas à prendre avec des pincettes","il est très sale ; il est répugnant ; il est méprisable ; il est ignoble ; il est de très mauvaise humeur","exp"
"1789836423-1121","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","adieu, veau, vache, cochon, couvée","on doit faire une croix sur ce qu'on espérait","exp"
"1789836423-1122","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","s'en mettre plein la lampe","manger très copieusement ; manger plus qu'à satiété","v"
"1789836423-1123","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","en odeur de sainteté","en état de perfection spirituelle ; bien vu ; qui inspire confiance","adv"
"1789836423-1124","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","solide comme le Pont-Neuf","très solide ; en bonne santé ; vigoureux","exp"
"1789836423-1125","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","ruer dans les brancards","se révolter ; se rebiffer ; refuser de continuer un travail ; protester ; regimber ; récalcitrer","v"
"1789836423-1126","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","jeter l'argent par les fenêtres","être extrêmement dépensier","v"
