web_scraper_order,web_scraper_start_url,pagination,data,title,data2
"1789836486-1631","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-33","être à sec","dans la misère ; en faillite ; fauché ; à sec ; sans le sou","v"
"1789836486-1632","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-33","envoyer sur les roses","se débarrasser de façon brusque d'une personne gênante ; envoyer promener ; se débarrasser de façon expéditive et cavalière d'une personne gênante","v"
"1789836486-1633","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-33","en voir de toutes les couleurs","subir ; endurer diverses épreuves ; subir des épreuves ; subir des désagréments de toutes sortes","v"
"1789836486-1634","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-33","en tapinois","en douce ; en cachette ; sans bruit ; de façon discrète ; dissimulée en cachette ; sans se faire remarquer ; furtivement ; secrètement ; sournoisement ; incognito ; clandestinement ; par des voies sourdes et détournées","adv"
"1789836486-1635","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-33","en avoir ras le bol","être lassé ; être dégoûté","v"
"1789836486-1636","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-33","en avoir plein le dos","en avoir ras le bol ; en avoir plein le casque ; être excédé à cause d'une personne ou d'une chose","v"
"1789836486-1637","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-33","dormir comme un loir","dormir à poings fermés ; dormir profondément ; dormir très longtemps et profondément ; dormir comme un bébé ; dormir longtemps et profondément","v"
"1789836486-1638","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-33","dormir à poings fermés","dormir profondément ; profiter d'un sommeil véritablement réparateur ; dormir très profondément ; dormir d'un sommeil profond ; dormir comme un bébé","v"
"1789836486-1639","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-33","donner du mou","relâcher la tension ; donner plus de longueur de corde ; donner de ficelle ; donner plus de liberté d'action","v"
"1789836486-1640","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-33","dévorer des yeux","regarder avec avidité ; lancer des regards remplis de désir ; regarder avec un intérêt intense ; tenir les yeux fixement attachés sur ; jeter des regards avides sur ; manger des yeux","v"
"1789836486-1641","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-33","devenir chèvre","se mettre en colère ; perdre patience ; devenir fou d'inquiétude","v"
"1789836486-1642","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-33","descendre en flammes","critiquer violemment ; calomnier quelqu'un ; faire de sévères critiques à quelqu'un ; abattre un avion ; tancer ; ramener brutalement quelqu'un à sa condition","v"
"1789836486-1643","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-33","depuis que le monde est monde","très ancien ; très vieux ; vieux comme mes robes ; vieux comme le monde ; depuis la naissance du monde ; de tout temps ; depuis toujours","adv"
"1789836486-1644","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-33","débarrasser le plancher","quitter un lieu après avoir été chassé ; partir ; partir sans attendre ; vider les lieux ; partir contraint et forcé","v"
"1789836486-1645","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-33","de mauvais aloi","sans mérite ; de qualité basse ; peu important ; de mauvaise qualité ; douteux","adj"
"1789836486-1646","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-33","crever l'abcès","prendre le mal à la racine ; vider l'abcès ; détruire la cause de quelque chose et l'empêcher de se reproduire ; révéler un secret au grand jour ; prendre des mesures draconiennes","v"
"1789836486-1647","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-33","coûter les yeux de la tête","coûter la peau des couilles ; coûter la peau du cul ; coûter très cher ; coûter un bras","v"
"1789836486-1648","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-33","courir la gueuse","passer son temps à draguer ; rechercher les aventures amoureuses ; fréquenter les prostituées ; chercher les aventures galantes auprès de femmes plus ou moins faciles","v"
"1789836486-1649","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-33","comprendre sa douleur","souffrir ; réaliser l'étendue de son échec ; avaler des poires d’angoisse ; en voir des vertes et des pas mûres ; en baver des ronds de chapeau","v"
"1789836486-1650","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-33","changer de disque","parler d'un autre sujet ; parler d'autre chose ; changer de sujet de conversation ; changer de comportement","v"
"1789836493-1651","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-34","la messe est dite","le point de non-retour a été dépassé ; la situation est inchangeable ; les jeux sont faits ; il n'y a plus rien à faire ; la situation est définitive","exp"
"1789836493-1652","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-34","la coupe est pleine","ça suffit ; c'en est trop","exp"
"1789836493-1653","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-34","la chair est faible","l'homme n'a pas une grande détermination ; l'homme se soumet facilement à la tentation","v"
"1789836493-1654","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-34","jouer les Roméo","jouer les amoureux transis ; être séducteur","v"
"1789836493-1655","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-34","jouer du pipeau","raconter des bobards ; raconter des craques ; dire des mensonges ; embellir la vérité","v"
"1789836493-1656","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-34","jeter aux lions","critiquer vivement ; mettre dans une position difficile","v"
"1789836493-1657","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-34","haut comme trois pommes","tout petit ; minuscule ; pas grand ; très jeune","adj"
"1789836493-1658","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-34","grosse légume","big boss ; huile ; cador ; caïd ; personnage important ; membre de la nomenklatura ; personne ayant un pouvoir social supérieur","n"
"1789836493-1659","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-34","gros plein de soupe","personne grosse et empotée ; personne de forte corpulence","n"
"1789836493-1660","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-34","gens huppés","gens de haut rang ; gens haut placés et riches","n"
"1789836493-1661","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-34","gai comme un pinson","une personne extrêmement joyeuse ; plein de vivacité ; de bonne humeur ; joyeux","adj"
"1789836493-1662","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-34","frais comme un gardon","en pleine santé ; porte comme un charme ; en pleine forme ; dans un état de réelle fraîcheur apparente","adj"
"1789836493-1663","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-34","fier comme un coq","prétentieux ; imbu de soi-même ; qui est sottement imbu de sa personne ; ayant une attitude fière, orgueilleuse et vaniteuse","adj"
"1789836493-1664","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-34","faire tourner en bourrique","faire enrager ; faire tourner chèvre ; rendre chèvre ; mettre à bout ; porter sur les nerfs ; pousser à bout ; taper sur les nerfs ; taper sur le système ; exaspérer quelqu'un par des taquineries ; faire devenir chèvre ; mener en bateau ; troller ; abêtir ; énerver au plus haut point ; faire perdre patience ; exaspérer","v"
"1789836493-1665","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-34","faire tapisserie","être là pour décorer ; ne pas être appelé à participer ; assister à une réunion sans y prendre part ; ne pas être invité à danser ; rester inactif ; attendre ; être là pour faire joli ; être inutile","v"
"1789836493-1666","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-34","faire recette","promettre un bon revenu financier de sa vente ou de sa prestation ; assurer un succès ; avoir du succès et rapporter beaucoup d'argent ; faire répéter ; rapporter des bénéfices ; être rentable","v"
"1789836493-1667","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-34","faire le zouave","faire le fou ; faire l'intéressant ; faire des choses inhabituelles pour se donner en spectacle","v"
"1789836493-1668","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-34","faire le trottoir","se prostituer ; racoler des passants dans un but de prostitution ; battre son quart ; battre l'antiffe ; battre l'antiffle ; faire commerce de son corps ; faire le plus vieux métier du monde ; faire le tapin ; tapiner ; vendre son corps","v"
"1789836493-1669","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-34","faire la nique","se moquer de ; narguer","v"
"1789836493-1670","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-34","faire la moue","grimacer pour afficher son mécontentement ; bouder ; manifester par une expression fermée du visage sa mauvaise humeur ; grimacer ; montrer ostensiblement son désappointement","v"
